Observation_$0_0,decoy_$1__0
Observation_$0_1497,decoy_$1__1497
Observation_$0_1498,decoy_$1__1498
Observation_$0_1499,decoy_$1__1499
Observation_$0_1500,decoy_$1__1500
Observation_$0_1501,decoy_$1__1501
Observation_$0_1502,decoy_$1__1502
Observation_$0_1503,decoy_$1__1503
Observation_$0_1504,decoy_$1__1504
Observation_$0_1505,decoy_$1__1505
Observation_$0_1506,decoy_$1__1506
Observation_$0_1507,decoy_$1__1507
Observation_$0_1508,decoy_$1__1508
Observation_$0_1509,decoy_$1__1509
Observation_$0_1510,decoy_$1__1510
Observation_$0_1511,decoy_$1__1511
Observation_$0_1512,decoy_$1__1512
Observation_$0_1513,decoy_$1__1513
Observation_$0_1514,decoy_$1__1514
Observation_$0_1515,decoy_$1__1515
Observation_$0_1516,decoy_$1__1516
Observation_$0_1517,decoy_$1__1517
Observation_$0_1518,decoy_$1__1518
Observation_$0_1519,decoy_$1__1519
Observation_$0_1520,decoy_$1__1520
Observation_$0_1521,decoy_$1__1521
Observation_$0_1522,decoy_$1__1522
Observation_$0_1523,decoy_$1__1523
Observation_$0_1524,decoy_$1__1524
Observation_$0_1525,decoy_$1__1525
Observation_$0_1526,decoy_$1__1526
Observation_$0_1527,decoy_$1__1527
Observation_$0_1528,decoy_$1__1528
Observation_$0_1529,decoy_$1__1529
Observation_$0_1530,decoy_$1__1530
Observation_$0_1531,decoy_$1__1531
Observation_$0_1532,decoy_$1__1532
Observation_$0_1533,decoy_$1__1533
Observation_$0_1534,decoy_$1__1534
Observation_$0_1535,decoy_$1__1535
Observation_$0_1536,decoy_$1__1536
Observation_$0_1537,decoy_$1__1537
Observation_$0_1538,decoy_$1__1538
Observation_$0_1539,decoy_$1__1539
Observation_$0_1540,decoy_$1__1540
Observation_$0_1541,decoy_$1__1541
Observation_$0_1542,decoy_$1__1542
Observation_$0_1543,decoy_$1__1543
Observation_$0_1544,decoy_$1__1544
Observation_$0_1545,decoy_$1__1545
Observation_$0_1546,decoy_$1__1546
Observation_$0_1547,decoy_$1__1547
Observation_$0_1548,decoy_$1__1548
Observation_$0_1549,decoy_$1__1549
Observation_$0_1550,decoy_$1__1550
Observation_$0_1551,decoy_$1__1551
Observation_$0_1552,decoy_$1__1552
Observation_$0_1553,decoy_$1__1553
Observation_$0_1554,decoy_$1__1554
Observation_$0_1555,decoy_$1__1555
Observation_$0_1556,decoy_$1__1556
Observation_$0_1557,decoy_$1__1557
Observation_$0_1558,decoy_$1__1558
Observation_$0_1559,decoy_$1__1559
Observation_$0_1560,decoy_$1__1560
Observation_$0_1561,decoy_$1__1561
Observation_$0_1562,decoy_$1__1562
Observation_$0_1563,decoy_$1__1563
Observation_$0_1564,decoy_$1__1564
Observation_$0_1565,decoy_$1__1565
Observation_$0_1566,decoy_$1__1566
Observation_$0_1567,decoy_$1__1567
Observation_$0_1568,decoy_$1__1568
Observation_$0_1569,decoy_$1__1569
Observation_$0_1570,decoy_$1__1570
Observation_$0_1571,decoy_$1__1571
Observation_$0_1572,decoy_$1__1572
Observation_$0_1573,decoy_$1__1573
Observation_$0_1574,decoy_$1__1574
Observation_$0_1575,decoy_$1__1575
Observation_$0_1576,decoy_$1__1576
Observation_$0_1577,decoy_$1__1577
Observation_$0_1578,decoy_$1__1578
Observation_$0_1579,decoy_$1__1579
Observation_$0_1580,decoy_$1__1580
Observation_$0_1581,decoy_$1__1581
Observation_$0_1582,decoy_$1__1582
Observation_$0_1583,decoy_$1__1583
Observation_$0_1584,decoy_$1__1584
Observation_$0_1585,decoy_$1__1585
Observation_$0_1586,decoy_$1__1586
Observation_$0_1587,decoy_$1__1587
Observation_$0_1588,decoy_$1__1588
Observation_$0_1589,decoy_$1__1589
Observation_$0_1590,decoy_$1__1590
Observation_$0_1591,decoy_$1__1591
Observation_$0_1592,decoy_$1__1592
Observation_$0_1593,decoy_$1__1593
Observation_$0_1594,decoy_$1__1594
Observation_$0_1595,decoy_$1__1595
Observation_$0_1596,decoy_$1__1596
Observation_$0_1597,decoy_$1__1597
Observation_$0_1598,decoy_$1__1598
Observation_$0_1599,decoy_$1__1599
Observation_$0_1600,decoy_$1__1600
Observation_$0_1601,decoy_$1__1601
Observation_$0_1602,decoy_$1__1602
Observation_$0_1603,decoy_$1__1603
Observation_$0_1604,decoy_$1__1604
Observation_$0_1605,decoy_$1__1605
Observation_$0_1606,decoy_$1__1606
Observation_$0_1607,decoy_$1__1607
Observation_$0_1608,decoy_$1__1608
Observation_$0_1609,decoy_$1__1609
Observation_$0_1610,decoy_$1__1610
Observation_$0_1611,decoy_$1__1611
Observation_$0_1612,decoy_$1__1612
Observation_$0_1613,decoy_$1__1613
Observation_$0_1614,decoy_$1__1614
Observation_$0_1615,decoy_$1__1615
Observation_$0_1616,decoy_$1__1616
Observation_$0_1617,decoy_$1__1617
Observation_$0_1618,decoy_$1__1618
Observation_$0_1619,decoy_$1__1619
Observation_$0_1620,decoy_$1__1620
Observation_$0_1621,decoy_$1__1621
Observation_$0_1622,decoy_$1__1622
Observation_$0_1623,decoy_$1__1623
Observation_$0_1624,decoy_$1__1624
Observation_$0_1625,decoy_$1__1625
Observation_$0_1626,decoy_$1__1626
Observation_$0_1627,decoy_$1__1627
Observation_$0_1628,decoy_$1__1628
Observation_$0_1629,decoy_$1__1629
Observation_$0_1630,decoy_$1__1630
Observation_$0_1631,decoy_$1__1631
Observation_$0_1632,decoy_$1__1632
Observation_$0_1633,decoy_$1__1633
Observation_$0_1634,decoy_$1__1634
Observation_$0_1635,decoy_$1__1635
Observation_$0_1636,decoy_$1__1636
Observation_$0_1637,decoy_$1__1637
Observation_$0_1638,decoy_$1__1638
Observation_$0_1639,decoy_$1__1639
Observation_$0_1640,decoy_$1__1640
Observation_$0_1641,decoy_$1__1641
Observation_$0_1642,decoy_$1__1642
Observation_$0_1643,decoy_$1__1643
Observation_$0_1644,decoy_$1__1644
Observation_$0_1645,decoy_$1__1645
Observation_$0_1646,decoy_$1__1646
Observation_$0_1647,decoy_$1__1647
Observation_$0_1648,decoy_$1__1648
Observation_$0_1649,decoy_$1__1649
Observation_$0_1650,decoy_$1__1650
Observation_$0_1651,decoy_$1__1651
Observation_$0_1652,decoy_$1__1652
Observation_$0_1653,decoy_$1__1653
Observation_$0_1654,decoy_$1__1654
Observation_$0_1655,decoy_$1__1655
Observation_$0_1656,decoy_$1__1656
Observation_$0_1657,decoy_$1__1657
Observation_$0_1658,decoy_$1__1658
Observation_$0_1659,decoy_$1__1659
Observation_$0_1660,decoy_$1__1660
Observation_$0_1661,decoy_$1__1661
Observation_$0_1662,decoy_$1__1662
Observation_$0_1663,decoy_$1__1663
Observation_$0_1664,decoy_$1__1664
Observation_$0_1665,decoy_$1__1665
Observation_$0_1666,decoy_$1__1666
Observation_$0_1667,decoy_$1__1667
Observation_$0_1668,decoy_$1__1668
Observation_$0_1669,decoy_$1__1669
Observation_$0_1670,decoy_$1__1670
Observation_$0_1671,decoy_$1__1671
Observation_$0_1672,decoy_$1__1672
Observation_$0_1673,decoy_$1__1673
Observation_$0_1674,decoy_$1__1674
Observation_$0_1675,decoy_$1__1675
Observation_$0_1676,decoy_$1__1676
Observation_$0_1677,decoy_$1__1677
Observation_$0_1678,decoy_$1__1678
Observation_$0_1679,decoy_$1__1679
Observation_$0_1680,decoy_$1__1680
Observation_$0_1681,decoy_$1__1681
Observation_$0_1682,decoy_$1__1682
Observation_$0_1683,decoy_$1__1683
Observation_$0_1684,decoy_$1__1684
Observation_$0_1685,decoy_$1__1685
Observation_$0_1686,decoy_$1__1686
Observation_$0_1687,decoy_$1__1687
Observation_$0_1688,decoy_$1__1688
Observation_$0_1689,decoy_$1__1689
Observation_$0_1690,decoy_$1__1690
Observation_$0_1691,decoy_$1__1691
Observation_$0_1692,decoy_$1__1692
Observation_$0_1693,decoy_$1__1693
Observation_$0_1694,decoy_$1__1694
Observation_$0_1695,decoy_$1__1695
Observation_$0_1696,decoy_$1__1696
Observation_$0_1697,decoy_$1__1697
Observation_$0_1698,decoy_$1__1698
Observation_$0_1699,decoy_$1__1699
Observation_$0_1700,decoy_$1__1700
Observation_$0_1701,decoy_$1__1701
Observation_$0_1702,decoy_$1__1702
Observation_$0_1703,decoy_$1__1703
Observation_$0_1704,decoy_$1__1704
Observation_$0_1705,decoy_$1__1705
Observation_$0_1706,decoy_$1__1706
Observation_$0_1707,decoy_$1__1707
Observation_$0_1708,decoy_$1__1708
Observation_$0_1709,decoy_$1__1709
Observation_$0_1710,decoy_$1__1710
Observation_$0_1711,decoy_$1__1711
Observation_$0_1712,decoy_$1__1712
Observation_$0_1713,decoy_$1__1713
Observation_$0_1714,decoy_$1__1714
Observation_$0_1715,decoy_$1__1715
Observation_$0_1716,decoy_$1__1716
Observation_$0_1717,decoy_$1__1717
Observation_$0_1718,decoy_$1__1718
Observation_$0_1719,decoy_$1__1719
Observation_$0_1720,decoy_$1__1720
Observation_$0_1721,decoy_$1__1721
Observation_$0_1722,decoy_$1__1722
Observation_$0_1723,decoy_$1__1723
Observation_$0_1724,decoy_$1__1724
Observation_$0_1725,decoy_$1__1725
Observation_$0_1726,decoy_$1__1726
Observation_$0_1727,decoy_$1__1727
Observation_$0_1728,decoy_$1__1728
Observation_$0_1729,decoy_$1__1729
Observation_$0_1730,decoy_$1__1730
Observation_$0_1731,decoy_$1__1731
Observation_$0_1732,decoy_$1__1732
Observation_$0_1733,decoy_$1__1733
Observation_$0_1734,decoy_$1__1734
Observation_$0_1735,decoy_$1__1735
Observation_$0_1736,decoy_$1__1736
Observation_$0_1737,decoy_$1__1737
Observation_$0_1738,decoy_$1__1738
Observation_$0_1739,decoy_$1__1739
Observation_$0_1740,decoy_$1__1740
Observation_$0_1741,decoy_$1__1741
Observation_$0_1742,decoy_$1__1742
Observation_$0_1743,decoy_$1__1743
Observation_$0_1744,decoy_$1__1744
Observation_$0_1745,decoy_$1__1745
Observation_$0_1746,decoy_$1__1746
Observation_$0_1747,decoy_$1__1747
Observation_$0_1748,decoy_$1__1748
Observation_$0_1749,decoy_$1__1749
Observation_$0_1750,decoy_$1__1750
Observation_$0_1751,decoy_$1__1751
Observation_$0_1752,decoy_$1__1752
Observation_$0_1753,decoy_$1__1753
Observation_$0_1754,decoy_$1__1754
Observation_$0_1755,decoy_$1__1755
Observation_$0_1756,decoy_$1__1756
Observation_$0_1757,decoy_$1__1757
Observation_$0_1758,decoy_$1__1758
Observation_$0_1759,decoy_$1__1759
Observation_$0_1760,decoy_$1__1760
Observation_$0_1761,decoy_$1__1761
Observation_$0_1762,decoy_$1__1762
Observation_$0_1763,decoy_$1__1763
Observation_$0_1764,decoy_$1__1764
Observation_$0_1765,decoy_$1__1765
Observation_$0_1766,decoy_$1__1766
Observation_$0_1767,decoy_$1__1767
Observation_$0_1768,decoy_$1__1768
Observation_$0_1769,decoy_$1__1769
Observation_$0_1770,decoy_$1__1770
Observation_$0_1771,decoy_$1__1771
Observation_$0_1772,decoy_$1__1772
Observation_$0_1773,decoy_$1__1773
Observation_$0_1774,decoy_$1__1774
Observation_$0_1775,decoy_$1__1775
Observation_$0_1776,decoy_$1__1776
Observation_$0_1777,decoy_$1__1777
Observation_$0_1778,decoy_$1__1778
Observation_$0_1779,decoy_$1__1779
Observation_$0_1780,decoy_$1__1780
Observation_$0_1781,decoy_$1__1781
Observation_$0_1782,decoy_$1__1782
Observation_$0_1783,decoy_$1__1783
Observation_$0_1784,decoy_$1__1784
Observation_$0_1785,decoy_$1__1785
Observation_$0_1786,decoy_$1__1786
Observation_$0_1787,decoy_$1__1787
Observation_$0_1788,decoy_$1__1788
Observation_$0_1789,decoy_$1__1789
Observation_$0_1790,decoy_$1__1790
Observation_$0_1791,decoy_$1__1791
Observation_$0_1792,decoy_$1__1792
Observation_$0_1793,decoy_$1__1793
Observation_$0_1794,decoy_$1__1794
Observation_$0_1795,decoy_$1__1795
Observation_$0_1796,decoy_$1__1796
Observation_$0_1797,decoy_$1__1797
Observation_$0_1798,decoy_$1__1798
Observation_$0_1799,decoy_$1__1799
Observation_$0_1800,decoy_$1__1800
Observation_$0_1801,decoy_$1__1801
Observation_$0_1802,decoy_$1__1802
Observation_$0_1803,decoy_$1__1803
Observation_$0_1804,decoy_$1__1804
Observation_$0_1805,decoy_$1__1805
Observation_$0_1806,decoy_$1__1806
Observation_$0_1807,decoy_$1__1807
Observation_$0_1808,decoy_$1__1808
Observation_$0_1809,decoy_$1__1809
Observation_$0_1810,decoy_$1__1810
Observation_$0_1811,decoy_$1__1811
Observation_$0_1812,decoy_$1__1812
Observation_$0_1813,decoy_$1__1813
Observation_$0_1814,decoy_$1__1814
Observation_$0_1815,decoy_$1__1815
Observation_$0_1816,decoy_$1__1816
Observation_$0_1817,decoy_$1__1817
Observation_$0_1818,decoy_$1__1818
Observation_$0_1819,decoy_$1__1819
Observation_$0_1820,decoy_$1__1820
Observation_$0_1821,decoy_$1__1821
Observation_$0_1822,decoy_$1__1822
Observation_$0_1823,decoy_$1__1823
Observation_$0_1824,decoy_$1__1824
Observation_$0_1825,decoy_$1__1825
Observation_$0_1826,decoy_$1__1826
Observation_$0_1827,decoy_$1__1827
Observation_$0_1828,decoy_$1__1828
Observation_$0_1829,decoy_$1__1829
Observation_$0_1830,decoy_$1__1830
Observation_$0_1831,decoy_$1__1831
Observation_$0_1832,decoy_$1__1832
Observation_$0_1833,decoy_$1__1833
Observation_$0_1834,decoy_$1__1834
Observation_$0_1835,decoy_$1__1835
Observation_$0_1836,decoy_$1__1836
Observation_$0_1837,decoy_$1__1837
Observation_$0_1838,decoy_$1__1838
Observation_$0_1839,decoy_$1__1839
Observation_$0_1840,decoy_$1__1840
Observation_$0_1841,decoy_$1__1841
Observation_$0_1842,decoy_$1__1842
Observation_$0_1843,decoy_$1__1843
Observation_$0_1844,decoy_$1__1844
Observation_$0_1845,decoy_$1__1845
Observation_$0_1846,decoy_$1__1846
Observation_$0_1847,decoy_$1__1847
Observation_$0_1848,decoy_$1__1848
Observation_$0_1849,decoy_$1__1849
Observation_$0_1850,decoy_$1__1850
Observation_$0_1851,decoy_$1__1851
Observation_$0_1852,decoy_$1__1852
Observation_$0_1853,decoy_$1__1853
Observation_$0_1854,decoy_$1__1854
Observation_$0_1855,decoy_$1__1855
Observation_$0_1856,decoy_$1__1856
Observation_$0_1857,decoy_$1__1857
Observation_$0_1858,decoy_$1__1858
Observation_$0_1859,decoy_$1__1859
Observation_$0_1860,decoy_$1__1860
Observation_$0_1861,decoy_$1__1861
Observation_$0_1862,decoy_$1__1862
Observation_$0_1863,decoy_$1__1863
Observation_$0_1864,decoy_$1__1864
Observation_$0_1865,decoy_$1__1865
Observation_$0_1866,decoy_$1__1866
Observation_$0_1867,decoy_$1__1867
Observation_$0_1868,decoy_$1__1868
Observation_$0_1869,decoy_$1__1869
Observation_$0_1870,decoy_$1__1870
Observation_$0_1871,decoy_$1__1871
Observation_$0_1872,decoy_$1__1872
Observation_$0_1873,decoy_$1__1873
Observation_$0_1874,decoy_$1__1874
Observation_$0_1875,decoy_$1__1875
Observation_$0_1876,decoy_$1__1876
Observation_$0_1877,decoy_$1__1877
Observation_$0_1878,decoy_$1__1878
Observation_$0_1879,decoy_$1__1879
Observation_$0_1880,decoy_$1__1880
Observation_$0_1881,decoy_$1__1881
Observation_$0_1882,decoy_$1__1882
Observation_$0_1883,decoy_$1__1883
Observation_$0_1884,decoy_$1__1884
Observation_$0_1885,decoy_$1__1885
Observation_$0_1886,decoy_$1__1886
Observation_$0_1887,decoy_$1__1887
Observation_$0_1888,decoy_$1__1888
Observation_$0_1889,decoy_$1__1889
Observation_$0_1890,decoy_$1__1890
Observation_$0_1891,decoy_$1__1891
Observation_$0_1892,decoy_$1__1892
Observation_$0_1893,decoy_$1__1893
Observation_$0_1894,decoy_$1__1894
Observation_$0_1895,decoy_$1__1895
Observation_$0_1896,decoy_$1__1896
Observation_$0_1897,decoy_$1__1897
Observation_$0_1898,decoy_$1__1898
Observation_$0_1899,decoy_$1__1899
Observation_$0_1900,decoy_$1__1900
Observation_$0_1901,decoy_$1__1901
Observation_$0_1902,decoy_$1__1902
Observation_$0_1903,decoy_$1__1903
Observation_$0_1904,decoy_$1__1904
Observation_$0_1905,decoy_$1__1905
Observation_$0_1906,decoy_$1__1906
Observation_$0_1907,decoy_$1__1907
Observation_$0_1908,decoy_$1__1908
Observation_$0_1909,decoy_$1__1909
Observation_$0_1910,decoy_$1__1910
Observation_$0_1911,decoy_$1__1911
Observation_$0_1912,decoy_$1__1912
Observation_$0_1913,decoy_$1__1913
Observation_$0_1914,decoy_$1__1914
Observation_$0_1915,decoy_$1__1915
Observation_$0_1916,decoy_$1__1916
Observation_$0_1917,decoy_$1__1917
Observation_$0_1918,decoy_$1__1918
Observation_$0_1919,decoy_$1__1919
Observation_$0_1920,decoy_$1__1920
Observation_$0_1921,decoy_$1__1921
Observation_$0_1922,decoy_$1__1922
Observation_$0_1923,decoy_$1__1923
Observation_$0_1924,decoy_$1__1924
Observation_$0_1925,decoy_$1__1925
Observation_$0_1926,decoy_$1__1926
Observation_$0_1927,decoy_$1__1927
Observation_$0_1928,decoy_$1__1928
Observation_$0_1929,decoy_$1__1929
Observation_$0_1930,decoy_$1__1930
Observation_$0_1931,decoy_$1__1931
Observation_$0_1932,decoy_$1__1932
Observation_$0_1933,decoy_$1__1933
Observation_$0_1934,decoy_$1__1934
Observation_$0_1935,decoy_$1__1935
Observation_$0_1936,decoy_$1__1936
Observation_$0_1937,decoy_$1__1937
Observation_$0_1938,decoy_$1__1938
Observation_$0_1939,decoy_$1__1939
Observation_$0_1940,decoy_$1__1940
Observation_$0_1941,decoy_$1__1941
Observation_$0_1942,decoy_$1__1942
Observation_$0_1943,decoy_$1__1943
Observation_$0_1944,decoy_$1__1944
Observation_$0_1945,decoy_$1__1945
Observation_$0_1946,decoy_$1__1946
Observation_$0_1947,decoy_$1__1947
Observation_$0_1948,decoy_$1__1948
Observation_$0_1949,decoy_$1__1949
Observation_$0_1950,decoy_$1__1950
Observation_$0_1951,decoy_$1__1951
Observation_$0_1952,decoy_$1__1952
Observation_$0_1953,decoy_$1__1953
Observation_$0_1954,decoy_$1__1954
Observation_$0_1955,decoy_$1__1955
Observation_$0_1956,decoy_$1__1956
Observation_$0_1957,decoy_$1__1957
Observation_$0_1958,decoy_$1__1958
Observation_$0_1959,decoy_$1__1959
Observation_$0_1960,decoy_$1__1960
Observation_$0_1961,decoy_$1__1961
Observation_$0_1962,decoy_$1__1962
Observation_$0_1963,decoy_$1__1963
Observation_$0_1964,decoy_$1__1964
Observation_$0_1965,decoy_$1__1965
Observation_$0_1966,decoy_$1__1966
Observation_$0_1967,decoy_$1__1967
Observation_$0_1968,decoy_$1__1968
Observation_$0_1969,decoy_$1__1969
Observation_$0_1970,decoy_$1__1970
Observation_$0_1971,decoy_$1__1971
Observation_$0_1972,decoy_$1__1972
Observation_$0_1973,decoy_$1__1973
Observation_$0_1974,decoy_$1__1974
Observation_$0_1975,decoy_$1__1975
Observation_$0_1976,decoy_$1__1976
Observation_$0_1977,decoy_$1__1977
Observation_$0_1978,decoy_$1__1978
Observation_$0_1979,decoy_$1__1979
Observation_$0_1980,decoy_$1__1980
Observation_$0_1981,decoy_$1__1981
Observation_$0_1982,decoy_$1__1982
Observation_$0_1983,decoy_$1__1983
Observation_$0_1984,decoy_$1__1984
Observation_$0_1985,decoy_$1__1985
Observation_$0_1986,decoy_$1__1986
Observation_$0_1987,decoy_$1__1987
Observation_$0_1988,decoy_$1__1988
Observation_$0_1989,decoy_$1__1989
Observation_$0_1990,decoy_$1__1990
Observation_$0_1991,decoy_$1__1991
Observation_$0_1992,decoy_$1__1992
Observation_$0_1993,decoy_$1__1993
Observation_$0_1994,decoy_$1__1994
Observation_$0_1995,decoy_$1__1995
Observation_$0_1996,decoy_$1__1996
Observation_$0_1997,decoy_$1__1997
Observation_$0_1998,decoy_$1__1998
Observation_$0_1999,decoy_$1__1999
Observation_$0_2000,decoy_$1__2000
Observation_$0_2001,decoy_$1__2001
Observation_$0_2002,decoy_$1__2002
Observation_$0_2003,decoy_$1__2003
Observation_$0_2004,decoy_$1__2004
Observation_$0_2005,decoy_$1__2005
Observation_$0_2006,decoy_$1__2006
Observation_$0_2007,decoy_$1__2007
Observation_$0_2008,decoy_$1__2008
Observation_$0_2009,decoy_$1__2009
Observation_$0_2010,decoy_$1__2010
Observation_$0_2011,decoy_$1__2011
Observation_$0_2012,decoy_$1__2012
Observation_$0_2013,decoy_$1__2013
Observation_$0_2014,decoy_$1__2014
Observation_$0_2015,decoy_$1__2015
Observation_$0_2016,decoy_$1__2016
Observation_$0_2017,decoy_$1__2017
Observation_$0_2018,decoy_$1__2018
Observation_$0_2019,decoy_$1__2019
Observation_$0_2020,decoy_$1__2020
Observation_$0_2021,decoy_$1__2021
Observation_$0_2022,decoy_$1__2022
Observation_$0_2023,decoy_$1__2023
Observation_$0_2024,decoy_$1__2024
Observation_$0_2025,decoy_$1__2025
Observation_$0_2026,decoy_$1__2026
Observation_$0_2027,decoy_$1__2027
Observation_$0_2028,decoy_$1__2028
Observation_$0_2029,decoy_$1__2029
Observation_$0_2030,decoy_$1__2030
Observation_$0_2031,decoy_$1__2031
Observation_$0_2032,decoy_$1__2032
Observation_$0_2033,decoy_$1__2033
Observation_$0_2034,decoy_$1__2034
Observation_$0_2035,decoy_$1__2035
Observation_$0_2036,decoy_$1__2036
Observation_$0_2037,decoy_$1__2037
Observation_$0_2038,decoy_$1__2038
Observation_$0_2039,decoy_$1__2039
Observation_$0_2040,decoy_$1__2040
Observation_$0_2041,decoy_$1__2041
Observation_$0_2042,decoy_$1__2042
Observation_$0_2043,decoy_$1__2043
Observation_$0_2044,decoy_$1__2044
Observation_$0_2045,decoy_$1__2045
Observation_$0_2046,decoy_$1__2046
Observation_$0_2047,decoy_$1__2047
Observation_$0_2048,decoy_$1__2048
Observation_$0_2049,decoy_$1__2049
Observation_$0_2050,decoy_$1__2050
Observation_$0_2051,decoy_$1__2051
Observation_$0_2052,decoy_$1__2052
Observation_$0_2053,decoy_$1__2053
Observation_$0_2054,decoy_$1__2054
Observation_$0_2055,decoy_$1__2055
Observation_$0_2056,decoy_$1__2056
Observation_$0_2057,decoy_$1__2057
Observation_$0_2058,decoy_$1__2058
Observation_$0_2059,decoy_$1__2059
Observation_$0_2060,decoy_$1__2060
Observation_$0_2061,decoy_$1__2061
Observation_$0_2062,decoy_$1__2062
Observation_$0_2063,decoy_$1__2063
Observation_$0_2064,decoy_$1__2064
Observation_$0_2065,decoy_$1__2065
Observation_$0_2066,decoy_$1__2066
Observation_$0_2067,decoy_$1__2067
Observation_$0_2068,decoy_$1__2068
Observation_$0_2069,decoy_$1__2069
Observation_$0_2070,decoy_$1__2070
Observation_$0_2071,decoy_$1__2071
Observation_$0_2072,decoy_$1__2072
Observation_$0_2073,decoy_$1__2073
Observation_$0_2074,decoy_$1__2074
Observation_$0_2075,decoy_$1__2075
Observation_$0_2076,decoy_$1__2076
Observation_$0_2077,decoy_$1__2077
Observation_$0_2078,decoy_$1__2078
Observation_$0_2079,decoy_$1__2079
Observation_$0_2080,decoy_$1__2080
Observation_$0_2081,decoy_$1__2081
Observation_$0_2082,decoy_$1__2082
Observation_$0_2083,decoy_$1__2083
Observation_$0_2084,decoy_$1__2084
Observation_$0_2085,decoy_$1__2085
Observation_$0_2086,decoy_$1__2086
Observation_$0_2087,decoy_$1__2087
Observation_$0_2088,decoy_$1__2088
Observation_$0_2089,decoy_$1__2089
Observation_$0_2090,decoy_$1__2090
Observation_$0_2091,decoy_$1__2091
Observation_$0_2092,decoy_$1__2092
Observation_$0_2093,decoy_$1__2093
Observation_$0_2094,decoy_$1__2094
Observation_$0_2095,decoy_$1__2095
Observation_$0_2096,decoy_$1__2096
Observation_$0_2097,decoy_$1__2097
Observation_$0_2098,decoy_$1__2098
Observation_$0_2099,decoy_$1__2099
Observation_$0_2100,decoy_$1__2100
Observation_$0_2101,decoy_$1__2101
Observation_$0_2102,decoy_$1__2102
Observation_$0_2103,decoy_$1__2103
Observation_$0_2104,decoy_$1__2104
Observation_$0_2105,decoy_$1__2105
Observation_$0_2106,decoy_$1__2106
Observation_$0_2107,decoy_$1__2107
Observation_$0_2108,decoy_$1__2108
Observation_$0_2109,decoy_$1__2109
Observation_$0_2110,decoy_$1__2110
Observation_$0_2111,decoy_$1__2111
Observation_$0_2112,decoy_$1__2112
Observation_$0_2113,decoy_$1__2113
Observation_$0_2114,decoy_$1__2114
Observation_$0_2115,decoy_$1__2115
Observation_$0_2116,decoy_$1__2116
Observation_$0_2117,decoy_$1__2117
Observation_$0_2118,decoy_$1__2118
Observation_$0_2119,decoy_$1__2119
Observation_$0_2120,decoy_$1__2120
Observation_$0_2121,decoy_$1__2121
Observation_$0_2122,decoy_$1__2122
Observation_$0_2123,decoy_$1__2123
Observation_$0_2124,decoy_$1__2124
Observation_$0_2125,decoy_$1__2125
Observation_$0_2126,decoy_$1__2126
Observation_$0_2127,decoy_$1__2127
Observation_$0_2128,decoy_$1__2128
Observation_$0_2129,decoy_$1__2129
Observation_$0_2130,decoy_$1__2130
Observation_$0_2131,decoy_$1__2131
Observation_$0_2132,decoy_$1__2132
Observation_$0_2133,decoy_$1__2133
Observation_$0_2134,decoy_$1__2134
Observation_$0_2135,decoy_$1__2135
Observation_$0_2136,decoy_$1__2136
Observation_$0_2137,decoy_$1__2137
Observation_$0_2138,decoy_$1__2138
Observation_$0_2139,decoy_$1__2139
Observation_$0_2140,decoy_$1__2140
Observation_$0_2141,decoy_$1__2141
Observation_$0_2142,decoy_$1__2142
Observation_$0_2143,decoy_$1__2143
Observation_$0_2144,decoy_$1__2144
Observation_$0_2145,decoy_$1__2145
Observation_$0_2146,decoy_$1__2146
Observation_$0_2147,decoy_$1__2147
Observation_$0_2148,decoy_$1__2148
Observation_$0_2149,decoy_$1__2149
Observation_$0_2150,decoy_$1__2150
Observation_$0_2151,decoy_$1__2151
Observation_$0_2152,decoy_$1__2152
Observation_$0_2153,decoy_$1__2153
Observation_$0_2154,decoy_$1__2154
Observation_$0_2155,decoy_$1__2155
Observation_$0_2156,decoy_$1__2156
Observation_$0_2157,decoy_$1__2157
Observation_$0_2158,decoy_$1__2158
Observation_$0_2159,decoy_$1__2159
Observation_$0_2160,decoy_$1__2160
Observation_$0_2161,decoy_$1__2161
Observation_$0_2162,decoy_$1__2162
Observation_$0_2163,decoy_$1__2163
Observation_$0_2164,decoy_$1__2164
Observation_$0_2165,decoy_$1__2165
Observation_$0_2166,decoy_$1__2166
Observation_$0_2167,decoy_$1__2167
Observation_$0_2168,decoy_$1__2168
Observation_$0_2169,decoy_$1__2169
Observation_$0_2170,decoy_$1__2170
Observation_$0_2171,decoy_$1__2171
Observation_$0_2172,decoy_$1__2172
Observation_$0_2173,decoy_$1__2173
Observation_$0_2174,decoy_$1__2174
Observation_$0_2175,decoy_$1__2175
Observation_$0_2176,decoy_$1__2176
Observation_$0_2177,decoy_$1__2177
Observation_$0_2178,decoy_$1__2178
Observation_$0_2179,decoy_$1__2179
Observation_$0_2180,decoy_$1__2180
Observation_$0_2181,decoy_$1__2181
Observation_$0_2182,decoy_$1__2182
Observation_$0_2183,decoy_$1__2183
Observation_$0_2184,decoy_$1__2184
Observation_$0_2185,decoy_$1__2185
Observation_$0_2186,decoy_$1__2186
Observation_$0_2187,decoy_$1__2187
Observation_$0_2188,decoy_$1__2188
Observation_$0_2189,decoy_$1__2189
Observation_$0_2190,decoy_$1__2190
Observation_$0_2191,decoy_$1__2191
Observation_$0_2192,decoy_$1__2192
Observation_$0_2193,decoy_$1__2193
Observation_$0_2194,decoy_$1__2194
Observation_$0_2195,decoy_$1__2195
